sep=,
186,0.687866
187,0.687866
188,0.687866
189,0.687866
190,0.687866
191,0.687866
192,0.687866
193,0.687866
194,0.687866
195,0.687866
196,0.687866
197,0.687866
198,0.687866
199,0.687866
200,0.687866
201,0.687866
202,0.687866
203,0.687866
204,0.687866
205,0.687866
206,0.687866
207,0.687866
208,0.687866
209,0.687866
210,0.687866
211,0.687866
212,0.687866
213,0.687866
214,0.687866
215,0.687866
216,0.687866
217,0.687866
218,0.687866
219,0.687866
220,0.687866
221,0.687866
222,0.687866
223,0.687866
224,0.687866
225,0.687866
226,0.687866
227,0.687866
228,0.687866
229,0.687866
230,0.687866
231,0.688354
232,0.688354
233,0.688354
234,0.691681
235,0.691864
236,0.693329
237,0.693329
238,0.693329
239,0.695129
240,0.695129
241,0.695129
242,0.695129
243,0.695129
244,0.695129
245,0.695129
246,0.695129
247,0.695129
248,0.695129
249,0.695129
250,0.695129
251,0.695129
252,0.695129
253,0.695129
254,0.695129
255,0.695129
256,0.695129
257,0.695374
258,0.695374
259,0.695374
260,0.695435
261,0.695435
262,0.695435
263,0.695435
264,0.695435
265,0.695435
266,0.695435
267,0.695435
268,0.695435
269,0.695435
270,0.695435
271,0.695435
272,0.695435
273,0.695435
274,0.695435
275,0.695435
276,0.695435
277,0.695435
278,0.695435
279,0.695435
280,0.695435
281,0.695435
282,0.695435
283,0.695435
284,0.695435
285,0.695435
286,0.695435
287,0.695435
288,0.695435
289,0.695435
290,0.695435
291,0.695435
292,0.695435
293,0.695435
294,0.695435
295,0.695435
296,0.695435
297,0.695435
298,0.695435
299,0.695435
300,0.695435
301,0.695435
302,0.695435
303,0.695435
304,0.695435
305,0.695435
306,0.695435
307,0.695435
308,0.695435
309,0.695435
310,0.695435
311,0.695435
312,0.695435
313,0.695435
314,0.695435
315,0.695435
316,0.695435
317,0.695435
318,0.695435
319,0.695435
320,0.695435
321,0.695435
322,0.695435
323,0.695435
324,0.695435
325,0.695435
326,0.695435
327,0.695435
328,0.695435
329,0.695435
330,0.695435
331,0.695435
332,0.695435
333,0.695435
334,0.695435
335,0.695435
336,0.695435
337,0.695435
338,0.695435
339,0.695435
340,0.695435
341,0.695435
342,0.695435
343,0.695435
344,0.695435
345,0.695435
346,0.695435
347,0.695435
348,0.695435
349,0.695435
350,0.695435
351,0.695435
352,0.695435
353,0.695435
354,0.695435
355,0.695435
356,0.695435
357,0.695435
358,0.695435
359,0.695435
360,0.695435
361,0.695435
362,0.695435
363,0.695435
364,0.695435
365,0.695435
366,0.695435
367,0.695435
368,0.695435
369,0.695435
370,0.695435
371,0.695435
372,0.695435
373,0.695435
374,0.695435
375,0.695435
376,0.695435
377,0.695435
378,0.695435
379,0.695435
380,0.695435
381,0.695526
382,0.695526
383,0.695526
384,0.695526
385,0.695526
386,0.695526
387,0.695526
388,0.695526
389,0.695526
390,0.695526
391,0.695526
392,0.695526
393,0.695526
394,0.695526
395,0.695526
396,0.695526
397,0.695526
398,0.695526
399,0.695526
400,0.695526
401,0.695526
402,0.695526
403,0.695526
404,0.695526
405,0.695526
406,0.695526
407,0.695526
408,0.695526
409,0.695526
410,0.695526
411,0.695526
412,0.695526
413,0.695526
414,0.695526
415,0.695526
416,0.695526
417,0.695526
418,0.695526
419,0.695526
420,0.695526
421,0.695526
422,0.695679
423,0.695679
424,0.695679
425,0.695892
426,0.695892
427,0.696991
428,0.697632
429,0.697632
430,0.698761
431,0.698761
432,0.699493
433,0.699493
434,0.699982
435,0.699982
436,0.699982
437,0.699982
438,0.699982
439,0.699982
440,0.699982
441,0.700592
442,0.700592
443,0.700592
444,0.700806
445,0.700806
446,0.700806
447,0.700806
448,0.700806
449,0.700806
450,0.700806
451,0.700806
452,0.700806
453,0.700806
454,0.700806
455,0.700806
456,0.700806
457,0.700806
458,0.700806
459,0.700806
460,0.700806
461,0.700806
462,0.700806
463,0.700806
464,0.700806
465,0.700806
466,0.700806
467,0.700806
468,0.700806
469,0.700806
470,0.700806
471,0.700806
472,0.700806
473,0.700806
474,0.700806
475,0.700806
476,0.700867
477,0.700867
478,0.700867
479,0.700867
480,0.700867
481,0.700867
482,0.700867
483,0.700867
484,0.700867
485,0.700867
